PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36378150","Arterio-venous fistula causing acute right heart failure: A rare complication of veno-arterial extracorporeal membrane oxygenation","Scanziani M, Pozzi M, Rovere A, Rezoagli E, Avalli L, Foti G.","Perfusion. 2022 Nov 15:2676591221139683. doi: 10.1177/02676591221139683. Online ahead of print.","Scanziani M","Perfusion","2022","2022/11/15","","","10.1177/02676591221139683"
"37283206","Women with heart failure and their experiences of sexuality and intimacy: A qualitative content analysis","Markhus LS, Mårtensson J, Keilegavlen H, Fålun N.","J Clin Nurs. 2023 Jun 7. doi: 10.1111/jocn.16775. Online ahead of print.","Markhus LS","J Clin Nurs","2023","2023/06/07","","","10.1111/jocn.16775"
"37233656","Integrated Control of Fatty Acid Metabolism in Heart Failure","Li X, Bi X.","Metabolites. 2023 Apr 29;13(5):615. doi: 10.3390/metabo13050615.","Li X","Metabolites","2023","2023/05/26","PMC10220550","","10.3390/metabo13050615"
"36405276","Heart failure with preserved ejection fraction: A distinct heart failure phenotype?","Triposkiadis F, Giamouzis G, Skoularigis J, Xanthopoulos A.","World J Clin Cases. 2022 Nov 16;10(32):12052-12055. doi: 10.12998/wjcc.v10.i32.12052.","Triposkiadis F","World J Clin Cases","2022","2022/11/21","PMC9669859","","10.12998/wjcc.v10.i32.12052"
"36923964","Sleep apnea in patients with exacerbated heart failure and overweight","Kalaydzhiev P, Poroyliev N, Somleva D, Ilieva R, Markov D, Kinova E, Goudev A.","Sleep Med X. 2023 Feb 28;5:100065. doi: 10.1016/j.sleepx.2023.100065. eCollection 2023 Dec.","Kalaydzhiev P","Sleep Med X","2023","2023/03/16","PMC10009711","","10.1016/j.sleepx.2023.100065"
"36304362","Current Status of Dapagliflozin in Congestive Heart Failure","Palandurkar G, Kumar S.","Cureus. 2022 Sep 21;14(9):e29413. doi: 10.7759/cureus.29413. eCollection 2022 Sep.","Palandurkar G","Cureus","2022","2022/10/28","PMC9586194","","10.7759/cureus.29413"
"36818141","Evaluation and Management of Patients With Diabetes and Heart Failure: A Korean Diabetes Association and Korean Society of Heart Failure Consensus Statement","Lee KS, Noh J, Park SM, Choi KM, Kang SM, Won KC, Cho HJ, Moon MK; Committee of Clinical Practice Guidelines, Korean Diabetes Association and Committee of Clinical Practice Guidelines, Korean Society of Heart Failure.","Int J Heart Fail. 2023 Jan 24;5(1):1-20. doi: 10.36628/ijhf.2022.0028. eCollection 2023 Jan.","Lee KS","Int J Heart Fail","2023","2023/02/23","PMC9902644","","10.36628/ijhf.2022.0028"
"37007457","Disease modeling of desmosome-related cardiomyopathy using induced pluripotent stem cell-derived cardiomyocytes","Higo S.","World J Stem Cells. 2023 Mar 26;15(3):71-82. doi: 10.4252/wjsc.v15.i3.71.","Higo S","World J Stem Cells","2023","2023/04/03","PMC10052339","","10.4252/wjsc.v15.i3.71"
"36518260","Remote dielectric sensing to detect acute heart failure in patients with dyspnoea: a prospective observational study in the emergency department","Olesen ASO, Miger K, Fabricius-Bjerre A, Sandvang KD, Kjesbu IE, Sajadieh A, Høst N, Køber N, Wamberg J, Pedersen L, Schultz HHL, Abild-Nielsen AG, Wille MMW, Nielsen OW.","Eur Heart J Open. 2022 Nov 2;2(6):oeac073. doi: 10.1093/ehjopen/oeac073. eCollection 2022 Nov.","Olesen ASO","Eur Heart J Open","2022","2022/12/15","PMC9731402","","10.1093/ehjopen/oeac073"
"36507296","Heart-Kidney Transplantation in a Transgender Woman","Lee K, Chuzi S, Katz J, Vela A, Wilson H, Wilcox JE, Ghafourian K, Yancy CW, Beach L, Pham DT.","JACC Case Rep. 2022 Nov 3;4(23):101523. doi: 10.1016/j.jaccas.2022.06.013. eCollection 2022 Dec 7.","Lee K","JACC Case Rep","2022","2022/12/12","PMC9730026","","10.1016/j.jaccas.2022.06.013"
"37556811","Technology Usage, Physical Activity, and Motivation in Patients With Heart Failure and Heart Transplantation","Deka P, Almenar L, Pathak D, Muñoz-Gómez E, Orihuela-Cerdeña L, López-Vilella R, Klompstra L, Marques-Sule E.","Comput Inform Nurs. 2023 Aug 9. doi: 10.1097/CIN.0000000000001049. Online ahead of print.","Deka P","Comput Inform Nurs","2023","2023/08/09","","","10.1097/CIN.0000000000001049"
"36575713","Noteworthy sequelae after COVID-19 pneumonia in a patient with heart failure due to cardiomyopathy","Utsugi Y, Kuwata S, Doi S, Sato Y, Suzuki N, Izumo M, Harada T, Ishibashi Y, Akashi YJ.","J Cardiol Cases. 2022 Dec 23;27(4):156-158. doi: 10.1016/j.jccase.2022.12.006. eCollection 2023 Apr.","Utsugi Y","J Cardiol Cases","2022","2022/12/28","PMC9780634","","10.1016/j.jccase.2022.12.006"
"37623365","Autophagy in Heart Failure: Insights into Mechanisms and Therapeutic Implications","Bielawska M, Warszyńska M, Stefańska M, Błyszczuk P.","J Cardiovasc Dev Dis. 2023 Aug 18;10(8):352. doi: 10.3390/jcdd10080352.","Bielawska M","J Cardiovasc Dev Dis","2023","2023/08/25","PMC10456056","","10.3390/jcdd10080352"
"36553880","SGLT2 Inhibitors in Acute Heart Failure: A Meta-Analysis of Randomized Controlled Trials","Ul Amin N, Sabir F, Amin T, Sarfraz Z, Sarfraz A, Robles-Velasco K, Cherrez-Ojeda I.","Healthcare (Basel). 2022 Nov 23;10(12):2356. doi: 10.3390/healthcare10122356.","Ul Amin N","Healthcare (Basel)","2022","2022/12/23","PMC9778112","","10.3390/healthcare10122356"
"36798985","The prevalence of sleep-disordered breathing and associated risk factors in patients with decompensated congestive heart failure in Mozambique","Lo S, Mbanze I, Orr JE, DeYoung P, Checkoway H, Govo V, Jessen N, Damasceno A, Malhotra A.","J Clin Sleep Med. 2023 Jun 1;19(6):1103-1110. doi: 10.5664/jcsm.10510. Online ahead of print.","Lo S","J Clin Sleep Med","2023","2023/02/17","PMC10235722","","10.5664/jcsm.10510"
"36330008","Sex-based considerations for implementation of ventricular assist device therapy","Jones-Ungerleider KC, Rose A, Knott K, Comstock S, Haft JW, Pagani FD, Tang PC.","Front Cardiovasc Med. 2022 Oct 18;9:1011192. doi: 10.3389/fcvm.2022.1011192. eCollection 2022.","Jones-Ungerleider KC","Front Cardiovasc Med","2022","2022/11/04","PMC9623015","","10.3389/fcvm.2022.1011192"
"37492836","A Comparative Review of Vagal Nerve Stimulation Versus Baroreceptor Activation Therapy in Cardiac Diseases","Arya AV, Bisht H, Tripathi A, Agrawal M, Konat A, Patel J, Mozumder K, Shah D, Chaturvedi D, Sharma K.","Cureus. 2023 Jun 24;15(6):e40889. doi: 10.7759/cureus.40889. eCollection 2023 Jun.","Arya AV","Cureus","2023","2023/07/26","PMC10364457","","10.7759/cureus.40889"
"37048662","Endotoxemia in Acute Heart Failure and Cardiogenic Shock: Evidence, Mechanisms and Therapeutic Options","Nguyen M, Gautier T, Masson D, Bouhemad B, Guinot PG.","J Clin Med. 2023 Mar 29;12(7):2579. doi: 10.3390/jcm12072579.","Nguyen M","J Clin Med","2023","2023/04/13","PMC10094881","","10.3390/jcm12072579"
"36944350","Phase Angle Is Associated With Handgrip Strength in Older Patients With Heart Failure","Kawakami W, Umehara T, Iwamoto Y, Takahashi M, Katayama N.","Ann Rehabil Med. 2023 Apr;47(2):129-137. doi: 10.5535/arm.22138. Epub 2023 Mar 21.","Kawakami W","Ann Rehabil Med","2023","2023/03/21","PMC10164521","","10.5535/arm.22138"
"37211586","Purinergic P2X(3) receptors in the carotid body as new therapeutic targets for controlling heart failure","He X, Zhou Z.","Purinergic Signal. 2023 May 22. doi: 10.1007/s11302-023-09945-y. Online ahead of print.","He X","Purinergic Signal","2023","2023/05/21","","","10.1007/s11302-023-09945-y"
"37148990","Pharmacological Therapy Optimization for Heart Failure: A Practical Guide for the Internist","Dimza M, Kurup V, Canha C, Jimenez A, Al-Ani M, Parker AM, Vilaro JR, Ahmed MM, Aranda JM Jr.","Am J Med. 2023 Aug;136(8):745-752. doi: 10.1016/j.amjmed.2023.04.033. Epub 2023 May 4.","Dimza M","Am J Med","2023","2023/05/06","","","10.1016/j.amjmed.2023.04.033"
"36755587","A bibliometric analysis of research on heart failure comorbid with depression from 2002 to 2021","Ying H, Zhang X, He T, Feng Q, Wang R, Yang L, Duan J.","Heliyon. 2023 Jan 16;9(2):e13054. doi: 10.1016/j.heliyon.2023.e13054. eCollection 2023 Feb.","Ying H","Heliyon","2023","2023/02/09","PMC9900509","","10.1016/j.heliyon.2023.e13054"
"36542682","Heart Failure Knowledge, Symptom Perception, and Symptom Management in Patients With Heart Failure","Wu JR, Lin CY, Hammash M, Moser DK.","J Cardiovasc Nurs. 2022 Dec 20. doi: 10.1097/JCN.0000000000000961. Online ahead of print.","Wu JR","J Cardiovasc Nurs","2022","2022/12/21","","","10.1097/JCN.0000000000000961"
"36704492","Prevalence, Etiology, and Fatality Rates of Childhood Heart Failure in Nigeria: A Systematic Review and Meta-analysis","Abdulkadir MB, Ibraheem RM, Issa A, Suberu HD, Owolabi BI, Alabi K.","Int J Health Sci (Qassim). 2023 Jan-Feb;17(1):53-60.","Abdulkadir MB","Int J Health Sci (Qassim)","2023","2023/01/27","PMC9832908","",""
"37160196","Clinical and Mechanistic Potential of Sodium-Glucose Co-Transporter 2 (SGLT2) Inhibitors in Heart Failure with Preserved Ejection Fraction","Ostrominski JW, Vaduganathan M.","Am J Med. 2023 May 7:S0002-9343(23)00298-X. doi: 10.1016/j.amjmed.2023.04.035. Online ahead of print.","Ostrominski JW","Am J Med","2023","2023/05/09","","","10.1016/j.amjmed.2023.04.035"
"37554618","Effects of Angiotensin Receptor-Neprilysin Inhibitors Versus Enalapril or Valsartan on Patients With Heart Failure: A Systematic Review and Meta-Analysis","Jain A, Meyur S, Wadhwa L, Singh K, Sharma R, Panchal I, Varrassi G.","Cureus. 2023 Jul 8;15(7):e41566. doi: 10.7759/cureus.41566. eCollection 2023 Jul.","Jain A","Cureus","2023","2023/08/09","PMC10405977","","10.7759/cureus.41566"
"36825182","Salvianolic acid D: A potent molecule that protects against heart failure induced by hypertension via Ras signalling pathway and PI3K/Akt signalling pathway","Chen K, Guan Y, Wu S, Quan D, Yang D, Wu H, Lv L, Zhang G.","Heliyon. 2022 Dec 10;9(2):e12337. doi: 10.1016/j.heliyon.2022.e12337. eCollection 2023 Feb.","Chen K","Heliyon","2022","2023/02/24","PMC9941879","","10.1016/j.heliyon.2022.e12337"
"36700128","Reduced upper and lower limb muscle strengths without reduced skeletal muscle in elderly patients with heart failure","Umehara T, Kaneguchi A, Yamasaki T, Katayama N, Kawakami W, Kuwahara D, Kito N.","J Rural Med. 2023 Jan;18(1):8-14. doi: 10.2185/jrm.2022-029. Epub 2023 Jan 6.","Umehara T","J Rural Med","2023","2023/01/26","PMC9832311","","10.2185/jrm.2022-029"
"37176681","Structural Interventions in Heart Failure: Mending a Broken Heart","Katzianer D, Albert C.","J Clin Med. 2023 May 1;12(9):3243. doi: 10.3390/jcm12093243.","Katzianer D","J Clin Med","2023","2023/05/13","PMC10179306","","10.3390/jcm12093243"
"37485117","Cardiovascular Remodeling in Chronic Mineralocorticoid Excess","Bhattad PB, Roumia M.","Cureus. 2023 Jun 21;15(6):e40753. doi: 10.7759/cureus.40753. eCollection 2023 Jun.","Bhattad PB","Cureus","2023","2023/07/24","PMC10361634","","10.7759/cureus.40753"
"37351098","Lessons from a pre-specified meta-analysis of sodium-glucose cotransporter-2 (SGLT2) inhibitors in heart failure: Time for new clinical recommendations","Kotit S.","Glob Cardiol Sci Pract. 2023 May 11;2023(2):e202314. doi: 10.21542/gcsp.2023.14. eCollection 2023 May 11.","Kotit S","Glob Cardiol Sci Pract","2023","2023/06/23","PMC10282782","","10.21542/gcsp.2023.14"
"37384998","Cardiac Fibrosis in heart failure: Focus on non-invasive diagnosis and emerging therapeutic strategies","Ravassa S, López B, Treibel TA, San José G, Losada-Fuentenebro B, Tapia L, Bayés-Genís A, Díez J, González A.","Mol Aspects Med. 2023 Oct;93:101194. doi: 10.1016/j.mam.2023.101194. Epub 2023 Jun 27.","Ravassa S","Mol Aspects Med","2023","2023/06/29","","","10.1016/j.mam.2023.101194"
"36686131","A Case of Chronic Pulmonary Embolism Resulting in Pulmonary Hypertension and Decompensated Right Heart Failure","Hosna AU, Miller D, Makhoul K, Noff N.","Cureus. 2022 Dec 21;14(12):e32771. doi: 10.7759/cureus.32771. eCollection 2022 Dec.","Hosna AU","Cureus","2022","2023/01/23","PMC9853921","","10.7759/cureus.32771"
"36600444","Evidence for empagliflozin in heart failure with preserved ejection fraction (HFpEF)","Adeyeye E, Khong TK.","Drug Ther Bull. 2022 Dec 12:dtb-2022-000060. doi: 10.1136/dtb.2022.000060. Online ahead of print.","Adeyeye E","Drug Ther Bull","2022","2023/01/05","","","10.1136/dtb.2022.000060"
"37665450","Cost-utility analysis of valsartan, enalapril, and candesartan in patients with heart failure in Iran","Ravangard R, Jalali FS, Hajahmadi M, Jafari A.","Health Econ Rev. 2023 Sep 4;13(1):44. doi: 10.1186/s13561-023-00457-4.","Ravangard R","Health Econ Rev","2023","2023/09/04","PMC10476319","","10.1186/s13561-023-00457-4"
"36945789","Factors influencing self-care behaviour in patients with heart failure: Grit as a behavioural support factor","Song HJ, Kim HY, Park S, Lee SH.","Int J Nurs Pract. 2023 Mar 21:e13151. doi: 10.1111/ijn.13151. Online ahead of print.","Song HJ","Int J Nurs Pract","2023","2023/03/22","","","10.1111/ijn.13151"
"37458248","The current and future status of inotropes in heart failure management","Arfaras-Melainis A, Ventoulis I, Polyzogopoulou E, Boultadakis A, Parissis J.","Expert Rev Cardiovasc Ther. 2023 Jul-Dec;21(8):573-585. doi: 10.1080/14779072.2023.2237869. Epub 2023 Jul 23.","Arfaras-Melainis A","Expert Rev Cardiovasc Ther","2023","2023/07/17","","","10.1080/14779072.2023.2237869"
"37403271","Heart failure in patients is associated with downregulation of mitochondrial quality control genes","Svagusa T, Sikiric S, Milavic M, Sepac A, Seiwerth S, Milicic D, Gasparovic H, Biocina B, Rudez I, Sutlic Z, Manola S, Varvodic J, Udovicic M, Urlic M, Ivankovic S, Plestina S, Paic F, Kulic A, Bakovic P, Sedlic F.","Eur J Clin Invest. 2023 Jul 4:e14054. doi: 10.1111/eci.14054. Online ahead of print.","Svagusa T","Eur J Clin Invest","2023","2023/07/05","","","10.1111/eci.14054"
"37012920","Initial clinical experience of intravenous tolvaptan sodium phosphate in patients with congestive heart failure","Nakamura M, Imamura T, Wakakuri E, Onoda H, Ushijima R, Kinugawa K.","J Cardiol Cases. 2023 Jan 6;27(4):176-179. doi: 10.1016/j.jccase.2022.12.009. eCollection 2023 Apr.","Nakamura M","J Cardiol Cases","2023","2023/04/04","PMC10066404","","10.1016/j.jccase.2022.12.009"
"36386363","A prediction model for major adverse cardiovascular events in patients with heart failure based on high-throughput echocardiographic data","Sun Q, Jiang S, Wang X, Zhang J, Li Y, Tian J, Li H.","Front Cardiovasc Med. 2022 Oct 28;9:1022658. doi: 10.3389/fcvm.2022.1022658. eCollection 2022.","Sun Q","Front Cardiovasc Med","2022","2022/11/17","PMC9649658","","10.3389/fcvm.2022.1022658"
"37233512","Back Up at the Pump? I Have a Gut Feeling About This: A Review of the Gastrointestinal Manifestations From Congestive Heart Failure","Yee AC, Peterson SJ, Frishman WH.","Cardiol Rev. 2023 Mar 28. doi: 10.1097/CRD.0000000000000534. Online ahead of print.","Yee AC","Cardiol Rev","2023","2023/05/26","","","10.1097/CRD.0000000000000534"
"37350171","Heart failure in children and adolescents: an update on diagnostic approaches and management","Agrawal A, Janjua D, Alsayed Ali Zeyada AA, Taher Elsheikh A.","Clin Exp Pediatr. 2023 Jun 19. doi: 10.3345/cep.2023.00528. Online ahead of print.","Agrawal A","Clin Exp Pediatr","2023","2023/06/23","","","10.3345/cep.2023.00528"
"36776252","Mitochondria-associated endoplasmic reticulum membranes (MAMs): Possible therapeutic targets in heart failure","Zhang Y, Yao J, Zhang M, Wang Y, Shi X.","Front Cardiovasc Med. 2023 Jan 26;10:1083935. doi: 10.3389/fcvm.2023.1083935. eCollection 2023.","Zhang Y","Front Cardiovasc Med","2023","2023/02/13","PMC9909017","","10.3389/fcvm.2023.1083935"
"36506499","Clinical insight of remote dielectric sensing-guided congestive heart failure management in outpatient clinic","Imamura T, Kinugawa K.","J Cardiol Cases. 2022 Sep 19;26(6):426-428. doi: 10.1016/j.jccase.2022.09.005. eCollection 2022 Dec.","Imamura T","J Cardiol Cases","2022","2022/12/12","PMC9727554","","10.1016/j.jccase.2022.09.005"
"36825183","Global historical retrospect and future prospects on biomarkers of heart failure: A bibliometric analysis and science mapping","Dong X, Xie Y, Xu J, Qin Y, Zheng Q, Hu R, Zhang X, Wang W, Tian J, Yi K.","Heliyon. 2023 Feb 7;9(2):e13509. doi: 10.1016/j.heliyon.2023.e13509. eCollection 2023 Feb.","Dong X","Heliyon","2023","2023/02/24","PMC9942007","","10.1016/j.heliyon.2023.e13509"
"36836016","Hyponatremia Associated with Congestive Heart Failure: Involvement of Vasopressin and Efficacy of Vasopressin Receptor Antagonists","Ishikawa SE, Funayama H.","J Clin Med. 2023 Feb 13;12(4):1482. doi: 10.3390/jcm12041482.","Ishikawa SE","J Clin Med","2023","2023/02/25","PMC9967582","","10.3390/jcm12041482"
"36789513","Two cases report of febuxostat-induced acute liver injury: acute heart failure as a probable risk factor?","Zhu B, Liu B, Tang G, Jin P, Liu D.","Drug Chem Toxicol. 2023 Feb 14:1-5. doi: 10.1080/01480545.2023.2178451. Online ahead of print.","Zhu B","Drug Chem Toxicol","2023","2023/02/15","","","10.1080/01480545.2023.2178451"
"37519045","Admission hyponatraemia as heart failure events predictor in patients with acute heart failure","Sarastri Y, Zebua JI, Lubis PN, Zahra F, Lubis AC.","ESC Heart Fail. 2023 Jul 30. doi: 10.1002/ehf2.14472. Online ahead of print.","Sarastri Y","ESC Heart Fail","2023","2023/07/31","","","10.1002/ehf2.14472"
"36704478","Success rates, challenges and troubleshooting of left bundle branch area pacing as a cardiac resynchronization therapy for treating patients with heart failure","Zhang J, Zhang Y, Sun Y, Chen M, Wang Z, Ma C.","Front Cardiovasc Med. 2023 Jan 10;9:1062372. doi: 10.3389/fcvm.2022.1062372. eCollection 2022.","Zhang J","Front Cardiovasc Med","2023","2023/01/27","PMC9872722","","10.3389/fcvm.2022.1062372"
"36407262","Iron Deficiency in Heart Failure: What Do We Know So Far?","Elkammash A, Farahat RM, Al Sattouf A, Lenaerts J, Maung KY, Khatri A.","Cureus. 2022 Oct 16;14(10):e30348. doi: 10.7759/cureus.30348. eCollection 2022 Oct.","Elkammash A","Cureus","2022","2022/11/21","PMC9664420","","10.7759/cureus.30348"
"36684573","Biventricular assist devices and total artificial heart: Strategies and outcomes","Kuroda T, Miyagi C, Fukamachi K, Karimov JH.","Front Cardiovasc Med. 2023 Jan 6;9:972132. doi: 10.3389/fcvm.2022.972132. eCollection 2022.","Kuroda T","Front Cardiovasc Med","2023","2023/01/23","PMC9853410","","10.3389/fcvm.2022.972132"
"37091590","Brain dysconnectivity with heart failure","Mueller K, Thiel F, Taskin B, Beutner F, Teren A, Dubovoy VK, Möller HE, Villringer A, Schroeter ML.","Brain Commun. 2023 Mar 30;5(2):fcad103. doi: 10.1093/braincomms/fcad103. eCollection 2023.","Mueller K","Brain Commun","2023","2023/04/24","PMC10116577","","10.1093/braincomms/fcad103"
"37342442","Global trends and frontiers in research on exercise training for heart failure: a bibliometric analysis from 2002 to 2022","Yang Z, Zhong ZY, Zhao CN, Yin MY, Wang JH, Wei J, Wen ZS, Qi M.","Front Cardiovasc Med. 2023 Jun 5;10:1181600. doi: 10.3389/fcvm.2023.1181600. eCollection 2023.","Yang Z","Front Cardiovasc Med","2023","2023/06/21","PMC10277797","","10.3389/fcvm.2023.1181600"
"37532098","The Lived Experience of Frailty in Patients Aged 60 Years and Older with Heart Failure: A Qualitative Study","Su H, Hung HF, Hsu SP, Liu MH, Chao YC, Chiou AF.","Asian Nurs Res (Korean Soc Nurs Sci). 2023 Jul 31:S1976-1317(23)00037-3. doi: 10.1016/j.anr.2023.07.002. Online ahead of print.","Su H","Asian Nurs Res (Korean Soc Nurs Sci)","2023","2023/08/02","","","10.1016/j.anr.2023.07.002"
"37678296","Post-acute myocardial infarction heart failure core genes and relevant signaling pathways","Lin L, Zicheng L, Shaohua G.","J Cardiovasc Pharmacol. 2023 Sep 6. doi: 10.1097/FJC.0000000000001481. Online ahead of print.","Lin L","J Cardiovasc Pharmacol","2023","2023/09/07","","","10.1097/FJC.0000000000001481"
"37369935","MRAs may have lost their cornerstone position for heart failure treatment in the age of SGLT-2 inhibitors: A meta-analysis of randomized controlled trials","Guan X, Zhang J, Chen G, Zhang G, Chang S, Nie Z, Liu W, Guo T, Zhao Y, Li B.","Heart Fail Rev. 2023 Jun 27. doi: 10.1007/s10741-023-10330-5. Online ahead of print.","Guan X","Heart Fail Rev","2023","2023/06/27","","","10.1007/s10741-023-10330-5"
"36937736","Heart failure and depression: A perspective from bibliometric analysis","Lam MI, Chen P, Xie XM, Lok GKI, Liu YF, Si TL, Ungvari GS, Ng CH, Xiang YT.","Front Psychiatry. 2023 Mar 2;14:1086638. doi: 10.3389/fpsyt.2023.1086638. eCollection 2023.","Lam MI","Front Psychiatry","2023","2023/03/20","PMC10017737","","10.3389/fpsyt.2023.1086638"
"37614055","Increased acylcarnitines in infant heart failure indicate fatty acid oxidation inhibition: towards therapeutic options?","Issa J, Lodewyckx P, Blasco H, Benz-de-Bretagne I, Labarthe F, Lefort B.","ESC Heart Fail. 2023 Aug 23. doi: 10.1002/ehf2.14449. Online ahead of print.","Issa J","ESC Heart Fail","2023","2023/08/24","","","10.1002/ehf2.14449"
"37614532","Perils and Pitfalls With Associations in Heart Failure, Particularly in HF-pEF","Carson PE.","JACC Asia. 2023 Jul 4;3(4):622-624. doi: 10.1016/j.jacasi.2023.05.007. eCollection 2023 Aug.","Carson PE","JACC Asia","2023","2023/08/24","PMC10442881","","10.1016/j.jacasi.2023.05.007"
"37626809","Recent Advances in Microbiota-Associated Metabolites in Heart Failure","Masenga SK, Povia JP, Lwiindi PC, Kirabo A.","Biomedicines. 2023 Aug 21;11(8):2313. doi: 10.3390/biomedicines11082313.","Masenga SK","Biomedicines","2023","2023/08/26","PMC10452327","","10.3390/biomedicines11082313"
"37034282","Failure to Launch: Impaired Cardiac Mitochondrial Metabolic Development in Newborns With Single Ventricle Heart Failure","Lopaschuk GD, Persad KL.","JACC Basic Transl Sci. 2023 Mar 27;8(3):280-282. doi: 10.1016/j.jacbts.2023.01.017. eCollection 2023 Mar.","Lopaschuk GD","JACC Basic Transl Sci","2023","2023/04/10","PMC10077119","","10.1016/j.jacbts.2023.01.017"
"36313322","Identification of key pharmacodynamic markers of American ginseng against heart failure based on metabolomics and zebrafish model","Dong R, Zhang Y, Chen S, Wang H, Hu K, Zhao H, Tian Q, Zeng K, Wang S, Han L.","Front Pharmacol. 2022 Oct 14;13:909084. doi: 10.3389/fphar.2022.909084. eCollection 2022.","Dong R","Front Pharmacol","2022","2022/10/31","PMC9614665","","10.3389/fphar.2022.909084"
"37343776","Outcomes of Heart Failure Hospitalizations in Adult Patients With Coarctation of Aorta: Report From National Inpatient Sample","Seri A, Baral N, Yousaf A, Sriramoju A, Chinta SR, Agasthi P.","Curr Probl Cardiol. 2023 Jun 20;48(10):101888. doi: 10.1016/j.cpcardiol.2023.101888. Online ahead of print.","Seri A","Curr Probl Cardiol","2023","2023/06/21","","","10.1016/j.cpcardiol.2023.101888"
"37582271","A Pre-Post, Mixed-Methods Study to Pilot Test a Gamified Heart Failure Self-Care Education Intervention","Lukey A, Mackay M, Hasan K, Rush KL.","Games Health J. 2023 Aug 14. doi: 10.1089/g4h.2022.0132. Online ahead of print.","Lukey A","Games Health J","2023","2023/08/15","","","10.1089/g4h.2022.0132"
"36380813","Scenarios in precision medicine: proteomics in heart failure","Gentile P, Palazzini M, Garascia A, Oliva F.","Eur Heart J Suppl. 2022 Nov 12;24(Suppl I):I111-I113. doi: 10.1093/eurheartjsupp/suac083. eCollection 2022 Nov.","Gentile P","Eur Heart J Suppl","2022","2022/11/16","PMC9653121","","10.1093/eurheartjsupp/suac083"
"36713831","Association between glucocorticoid use and all-cause mortality in critically ill patients with heart failure: A cohort study based on the MIMIC-III database","Zhu JL, Hong L, Yuan SQ, Xu XM, Wei JR, Yin HY.","Front Pharmacol. 2023 Jan 12;14:1118551. doi: 10.3389/fphar.2023.1118551. eCollection 2023.","Zhu JL","Front Pharmacol","2023","2023/01/30","PMC9877223","","10.3389/fphar.2023.1118551"
"36896231","Assessment of Volume Status in Hospitalized Patients With Chronic Heart Failure","Raco J, Peterson B, Muallem S.","Cardiol Res. 2023 Feb;14(1):2-11. doi: 10.14740/cr1434. Epub 2023 Feb 25.","Raco J","Cardiol Res","2023","2023/03/10","PMC9990539","","10.14740/cr1434"
"37471659","Effect of Levosimendan on B-type Natriuretic Peptide Levels in Patients with Heart Failure: A Systematic Review and Meta-Analysis","Liu G, Lin X.","Altern Ther Health Med. 2023 Jul 21:AT8779. Online ahead of print.","Liu G","Altern Ther Health Med","2023","2023/07/20","","",""
"37456816","Inflammation as a therapeutic target in heart failure with preserved ejection fraction","Peh ZH, Dihoum A, Hutton D, Arthur JSC, Rena G, Khan F, Lang CC, Mordi IR.","Front Cardiovasc Med. 2023 Jun 29;10:1125687. doi: 10.3389/fcvm.2023.1125687. eCollection 2023.","Peh ZH","Front Cardiovasc Med","2023","2023/07/17","PMC10339321","","10.3389/fcvm.2023.1125687"
"37294318","Phenotyping heart failure by nuclear imaging of myocardial perfusion, metabolism, and molecular targets","Saraste A, Knuuti J, Bengel F.","Eur Heart J Cardiovasc Imaging. 2023 Jun 9:jead128. doi: 10.1093/ehjci/jead128. Online ahead of print.","Saraste A","Eur Heart J Cardiovasc Imaging","2023","2023/06/09","","","10.1093/ehjci/jead128"
"37632495","Advanced Heart Failure Therapies for Hypertrophic Cardiomyopathy: State-of-the-Art Review and an Updated Analysis From UNOS","Liang LW, Lumish HS, Sewanan LR, Shimada YJ, Maurer MS, Weiner SD, Sayer G, Uriel N, Clerkin KJ.","JACC Heart Fail. 2023 Aug 14:S2213-1779(23)00390-6. doi: 10.1016/j.jchf.2023.07.004. Online ahead of print.","Liang LW","JACC Heart Fail","2023","2023/08/26","","","10.1016/j.jchf.2023.07.004"
"36938242","Hypokalemia-Induced Life-Threatening Arrhythmia in a Patient With Congestive Heart Failure","Fargaly H, Schultz RJ, Chung UY, Rossi NF.","Cureus. 2023 Feb 14;15(2):e34971. doi: 10.7759/cureus.34971. eCollection 2023 Feb.","Fargaly H","Cureus","2023","2023/03/20","PMC10019554","","10.7759/cureus.34971"
"37215773","Comparison of linear and non-linear machine learning models for time-dependent readmission or mortality prediction among hospitalized heart failure patients","Tong R, Zhu Z, Ling J.","Heliyon. 2023 May 6;9(5):e16068. doi: 10.1016/j.heliyon.2023.e16068. eCollection 2023 May.","Tong R","Heliyon","2023","2023/05/22","PMC10192765","","10.1016/j.heliyon.2023.e16068"
"36444173","Muscle Sympathetic Excitatory Response to Dynamic 1-Leg Cycling in Heart Failure With Preserved Ejection Fraction","Badrov MB, Notarius CF, Keys E, Floras JS.","JACC Case Rep. 2022 Nov 16;4(22):1501-1503. doi: 10.1016/j.jaccas.2022.08.009. eCollection 2022 Nov 16.","Badrov MB","JACC Case Rep","2022","2022/11/29","PMC9700077","","10.1016/j.jaccas.2022.08.009"
